id,score,review
57832,Neutral,harika olmasada fena değil. Beklentimin altındaydı kokuyu daha güzel bekliyordum okuduğum yorumlara itinaden beklentim yuksekti
116887,Neutral,Pek bir işine yaramadı
57640,Positive,Harika bir koku çok beğenerek kullanıyorum ve gayet kalıcı
142854,Positive,Severek kullandığım bir parfüm 😊 fiyatı da iyi
93874,Negative,ürün  elime sokulmus bir sekilde geldi çokta sevdiğim  soylenemez
71975,Positive,etkisini zamanla göreceğiz umarim
32559,Negative,kötü bayağı hemen bozuldu
43935,Positive,"sadece kremle bile yumusacık oluyor, sampuanin tuzsuz olması ekstra güzel 👍👍👏👏 kullandikca etkilerini gorecegim.."
148502,Positive,Çok güzel nemlilik hissi veriyor güvenle kullanabilirsiniz ilk kullanımda etkisini gösterdi yüzüm daha yumuşak ve bebek gibi
45889,Neutral,Abim kullandı onda işe yaradı ama bende yaramadı sıktığım an bir kaç saat rahat sonra yine su gibi terlemeye devm
44951,Neutral,"Cildim yağlıya dönük karma. Komedon problemim için denemek istemiştim ama akne yaptı cildimde, bana uygun bir ürün değil. Bu arada ilk etkisidir diye kullandım sonuna kadar her iki ürünü de ama kullandığım süre boyunca yaptı"
140267,Negative,Daha once kullandıysanız alın ben hıc begenmedım fondateni hiç tutmuyo attım hatta geçenlerde
92142,Neutral,Yağlı his bırakıyor günlük nemlendirici olarak kullanmaya uygun değil
46867,Positive,Saçlarım açık kestane ilk kullanımda ışıltılar oldu. Tavsiye ederim
17638,Positive,İlk kullanımda saçlarımda açma etkisi oldu dolaşma olmadı hoş güzelde kokusu var
34659,Neutral,önceden kullandığım ürün uygun fiyat.kargo biraz yavaş
11635,Neutral,"fiyatı uygun kokusu çok güzel ama hiç kalıcı değil maalesef, onun yerinde başka bir markadan aynı fiyatta ama daha kalıcı bir sprey alınabilir bence onun dışınca hızlı teslimat için teşekkür ederim"
62831,Negative,hiçbir şekilde kalıcı değil  kokusunu da sevmedim. Tütün kolonyasi bildiğin
128527,Neutral,yeni başladım kullanmaya inşallah iyi gelir
89644,Negative,Kalitesi hiç iyi değil
110074,Positive,Başka yerde bulamadım bu fiyata..üründe de hiçbir sıkıntı yaşamadım
128143,Positive,çok sahane bir ürün kargo çok hızlı ulasıyor vede 2.kullanımdan sonra saclarda etkisini bayağı gosterıyor basarılı
21544,Positive,basarili tavsiye ediyorum
95259,Negative,rezalet hiç bir işe yaramıyor
99704,Neutral,çok bir etkisini goremedim
110578,Neutral,fırça kısmı çıkıyor. arka plastik kısmıza kenarlardan çıkıyor. çok kaliyeli bir ürün değil ama kullanım olarak çok iyi
80148,Positive,Biraz buzlukta bekletip kremlerimi bununla sürüyorum. Gayet güzel.
124376,Neutral,etkisini göremesem de psikolojik olarak iyi hissettiriyor.
78405,Neutral,Nemlendirmesi güzel fakat varolan çatlaklara iyi gelmiyor
70472,Negative,hiç bir işe yaramiyor. naneli parlatici sadece
20851,Positive,ilk kullanımda bile işe yaradi ve saçlarimi kurutmadi. Öneririm
48034,Positive,Orijinal ürün. Paketleme ve teslimattan memnun kaldım
39056,Negative,2 ürün aldım bun ürünü yollamadılar?
38126,Positive,Yıllardır kullandığım kokusun sen♥️
102317,Neutral,düzenli kullanmadım ama pekte işe yaramadı gibi
81414,Negative,Asla almıyo hiç memnun kalmadım
96148,Neutral,ürünü pek kullanmadım çünkü kullanmayı bilmiyorum :(
53618,Neutral,"Mütiş bir renk ve çok kalıcı ,uygun fiyat teşekkürler tred yol"
118134,Neutral,boyutu çok küçük
142559,Neutral,Saçı lilamsı yapabiliyor
29773,Neutral,2 aydır kullanıyor azaltma inceltme olmadı fakat kıl köklerim bayağı yumuşadı
34311,Neutral,Batıklar için birebir
60343,Neutral,Güzel ürün
88800,Positive,ürün çok güzel tavsiye ederim
76722,Negative,Ürün ilk kullanımda arızalandı geri gönderdim.
2402,Neutral,yuzunuzde bir pürüzsuzluk hissi veriyo
12168,Negative,Göründüğü gibi değil bir kaç tane far değişikti ama yine işe yarar
76532,Negative,bu nasil paketleme sise yarisina inmis her yere dokulmus
84915,Positive,ilk kullanimda etkisini gördüm .harikaa
13946,Positive,Sarı saçlı bir kişi olarak İlk kullanımda bile güzel sonuçlar aldım sürekli kullanımda daha iyi olacağını düşünüyorum 😍
25518,Negative,Sacı yapış yapış yapıyor
42561,Negative,sevemedim.
13736,Positive,kısa sürede sorunsuz geldi
40809,Neutral,Güzel bir ruj nemlendirici gibi
86405,Negative,aldığım ikinci gün tülü sökülmeye başladı ve kuması çok kalitesiz
4465,Negative,Değmez boşuna almayın
27135,Neutral,paketleme çok kötüydu ve kargom çok gec geldi ama kullanimi iyi
26511,Neutral,fırçası çok ince kullanımı rahat değil.
87616,Neutral,dustan sonra teninize uyguladığınızda gayet hoş ve rahatsız etmeyen bir kokusu var
40252,Neutral,Yağlı ciltler için uygun değil bence kendisinde yağlı ne zaman kullansam sivilce oldu
47916,Negative,"Yorumlara bakarak aldım fakat çok bir etkisini gördüğümü söyleyemem , saçı inceltiyor ve hacimsizleştiriyor kokusuda çok garip beni rahatsız etti"
29265,Neutral,ruj güzel ince yapılı rengi sürdükten sonra oturuyor ve kadifemsi hissi var kargo yavaş yine de sağlam geliyor
133711,Negative,renk çok açık geliyor
70689,Positive,Kargo çok hızlı ürünleri bu gün aldım uygulamaya başladım kokusu çok güzel etkisini ileride göreceğiz inşallah .yorumlara bakarak aldım fiyat olarak çok uygun her kese tavsiye ederim.gece ve gündüz ikisini de aldım öyle daha etkili olacağını düşünüyorum
15457,Neutral,Kokusu çok güzel ve saç dökülmesini durduruyor
5344,Neutral,Revoxun saç uzatma serisini kullandım bunu da aynı etkiyi bekleyerek aldım ama maalesef aynı sonucu alamadım.
62680,Neutral,"Nemlendirmesi ortalama ama çok ferah bir his veriyor ve yapışkanlık hissi bırakmıyor. 2 hafta kadar kullandım yüzümde ani bir şekilde çok fazla büyük, mor sivilce çıktı bu yüzden bıraktım. Ama ben kremi annem ve abimle kullandığım için bakteri bulaşmış olduğunu düşünüyorum ürünü tek kişi kullanmaya dikkat edin."
109459,Neutral,Allık güzel ama kalıcı değil malaesef
25791,Negative,"Gözünüz çok yağlanıyorsa veya terliyorsa önermem rengi çok güzel ama kalıcı değil malesef hemen geçiyor, akıyor."
149204,Neutral,kullanimi çok zor bilen alsin
5565,Positive,Her zaman kullanıyorum. Bence sağlıklı.
47206,Negative,Temiz cildime uyguladım fakat aksine sivilcelenme yaptı bende asla bir daha almam kullanmam.
128206,Positive,Çok memnun kaldım kısa sürede elime ulaştı ve krem çok güzel nemlendirdi cildimi tekrar tekrar  satın alıcağım bir ürün
73184,Positive,Harika👌🏻 Yüzümde yağlı his bırakmadı ve saatlerce ilk sürdüğüm gibi kaldı. Tavsiye ederim.
118569,Positive,Kışın mont almayın bunu sürün. Fena yakıyor. Spor öncesi sürdüm. Yanma daha da arttı. Yıkanınca geçer sandım. Ilık suyu bile kaynar algılatıyor. Soğuk su ile yıkandım. Sonrasında 10 dkya geçti yanma hissi.
141400,Neutral,Çok güzel mat ve sarı alt tonlu sevenler alabilir
62475,Positive,ürün soğuk kullanıldığında son derece güzel dönütler alabilirsiniz
37228,Neutral,dökulmeden ziyade uzamada etkili
124386,Positive,Kokusunu her zaman begendigim bir parfüm
20870,Positive,Kokusu mükemmel kargolara güzeldi gerçekten biraz akmıştı sadece o kadar oda devede kulak bile değil saçı bayağı toparlayacağına inanıyorum :)
65871,Negative,Asla göründüğü kadar büyük değil numune yollamıslar insanları kandırıyolar
125285,Neutral,düzenli kullandım ama etkisini göremedim
96807,Positive,kapaticiligi harikaa
93123,Positive,Fresh bir koku ararsanız kaçırmayın
39923,Neutral,güzel ürün
147033,Negative,Ürünü yaklaşık 1 aydır düzenli kullanıyorum. herhangi bir etkisi olmadı.
45175,Neutral,Yeni kullanmaya başladım umarım etkili olur ferah bir his bırakıyor
60277,Positive,Aylardır asla uzatamadığım tırnaklarımı ilk kez  bu ürünle uzatabildim. Tavsiye ediyorum
3286,Neutral,hoş kokusu var beğendim
22892,Negative,DüZenli kullanmama rağmen çok bir etkisini göremedim
42309,Negative,çok beğenemedim
55550,Negative,bir bacagı uzun biri kısa geldi. Ve normalde 36 beden olmama rağmen bacak kısmı sıktı. Eger alacaksanız bir beden büyük alın
108847,Neutral,Pahali geldi bana ve pigmenti beğenmedim ama tatli bir palet
114987,Negative,Çok kalitesiz
81880,Positive,Bir paket fiyatına tam 40 adet 🥰 teşekkürler Trendyol ☺️
10382,Negative,Kesinlikle inceltme yapmıyor. Sadece biraz daha siki gosterebilir karin bolgesini. Ben memnun kalmadim acikcasi.
143404,Positive,Bu ürün sayesinde tırnaklarım kendine geldi. Normalde çok ince hemen kırılan tırnaklara sahibim ama bu üründen sonra hiç kırılma olmadı
94754,Negative,dudağı yok ediyor
73424,Neutral,rengi resimdekiyle aynı değil ama güzel
148601,Neutral,"Ürünün paketlenmesi idare ederdi, bir tık daha iyi olabilirdi. Cilde emilim konusunda başarılı olduğunu söylemek doğru olur, yapışkan bir his bırakıyor, fakat çabuk geçiyor. Asıl sorunu içeriğidir; Butylphenyl Methylpropional ve Benzyl  Benzoate içeren bir ürün söz konusu ve inanılmaz büyük bir hayal kırıklığına uğradım. Açık olmak gerekirse yüzüme kullanmayı düşünmüyorum."
54821,Positive,Büyüklüğü çok iyi ne aşırı küçük ne aşırı büyük ele tam oturuyor cildine de çok işe yaradı. Sivilce losyon seti kullanırken aldım bunu yüz temizleme jeliyle çok yararlı oldu
73965,Negative,elbise güzel durmuyor kumaşı çok basit bedeninizin 1 beden küçüğünü sipariş verin  kalıbı genis
141339,Positive,Hassas ciltler için mükemmel. Sivilce ilacından hassaslaşam cildimin el yüz vücut her yere uyguluyorum pratik ve fiyatı uygun olmasına rağmen ml bayağı yüksek. Memnun kaldım
127685,Positive,İnce tüyleri almak için iyi
109865,Negative,Berbat bedenleri aşırı büyük iade edeceğim
95344,Neutral,Kullanalı bir buçuk ay oldu saçlarım kuru ve çabuk yaglanan bir yapısı yok bu şampuan daha da kurutuyor soluk gözüküyor ve ayrıca dökülmeye karşı veyatta gürleştirmeye karşı bir etkisi yok tavsiye etmiyorum
32421,Neutral,Fırça kısmı sert yüzümü acıtıyor. Arka tarafıyla kaşıma dudaklarıma masaj yapıyorum
22426,Negative,Bir işe yaramıyor
79944,Positive,Trendyol”a çok teşekkür ederim her zaman olduğu gibi beni hayal kırıklığına uğratmadılar ve ürünüm kısa zamanda geldi 👍🏻😊
85168,Positive,Krem çok güzel piyasaya gore fiyatida çok iyi. Nemlendirme oranida mükemmel.
41435,Negative,Çok bol göründüğü gibi değil
9534,Negative,çok kalitesiz bir ürün faydasini göremedim tavsiye etmiyorum iade ettim zaten
448,Neutral,İdeal yumuşaklıkta 2. Kullanışım aldığıma değer umarım.
29716,Positive,"Ben çok begenerek kullaniyorum, diplerinden çok uclarina suruyorum dokulen bir sac tipim oldugu icin yagli yapışi gozeneklerimi tikamasin diye. Faydasini çok goruyorum, kuru sac uclarimi yumusacik yapiyor ve saclarimi uzadigini dusunuyorum. çok zor durulaniyor ya da durulanmiyor diyen arkadaslari anlayamadim gercekten, ben de boyle bir on yargiyla almistim ancak saci islatmadan ilk once kuru saca sampuani surup biraz yedirin ardindan durulayin, sonra sacinizi tekrar sampuanladiginizda hiçbir kalinti kalmiyor."
78068,Negative,Saçı temizlemek için değil sanki sabitleştirici sprey gibi  tavsiye etmem
97978,Positive,"Mükemmel harika bu kadar olacağını hiç düşünmemiştim aksine hep bir korku vardı alana kadar, acaba saçlarım dökülür mü yaralı mı diye .. AMA hepsinin akslne saclarim güçlendi  parladı ve yağlanma olmuyor💕💕Simdi bitmeden ikincisini SiparişI ni vereceğim 👍👍💕💕💕"
139632,Negative,Büyük umutlarla aldım ama saçlarımı keçe gibi yaptı özellikle uçlarını bir daha almam
7060,Negative,ürünün fiyati uygun fakat kargo bana gelmeden once incelenmis ve acilmis bir şekilde geldi yorumlarda dendigi gibi de  herhangi bir hediye de gelmedi
140405,Negative,1 hafta kullanamadan bozuldu kendi kendine açılıp kapanıyor tavsiye etmem
66663,Positive,10 dkda açılan saçlar gerçekten iyi
89208,Neutral,"Yaklaşık 1 haftadır kullanıyorum, lekelerimde ilk gün açılma olmuş gibi geldi ama daha sonra aynı kaldığını düşünüyorum. İlk sürdüğünüzde bir yanma hissi olduğu için işe yarıyormuş hissi veriyor ama beklentilerimi karşılamadı gibi. Fikrim değişirse yorumu güncelleyeceğim."
149261,Positive,Çok beğendim gerçekten. Piyasadaki ürünler çok pahalı. Tedirgindim alırken ama herkese tavsiye ediyorum
1957,Neutral,Biraz kurutuyor ama çok iyi kapatıyor
12867,Neutral,Gayet güzel kokusu falanda iyi tavsiye ederim
97642,Neutral,"Orta Marka kaliteli olsa da şampuanın eksikleri var. Köpürmesi biraz zor bir ürün, kokusunun da pek hoş olduğu söylenemez. Ama gerçekten kepekleri azaltması hatta yok etmesi bakımından başarılı."
33654,Positive,bu markanın her ürünü güzel. büyük boy  olduğu için uzun dönem gidecek .
89178,Neutral,titresimi güzel fakat ben kullanamadim bozuldu
132425,Positive,yıllardır en sevdiğim koku trendyolda uygun fiyat görünce hemen aldım
117618,Positive,Bu kokuyu çok seviyorum
107836,Neutral,Çok beğendim eksiksiz heldi
31527,Positive,Satıcı ürünü hemen kargoladı ve yanındaki hediyesi için teşekkürler o da şahane
28543,Neutral,Orta sertlikte cildi hassas olanlar dikkat etmeli.
107531,Positive,bence çok güzel bir ürüne çok uygun bir fiyata sahip oldum teşekkürler
144404,Positive,MÜKEMMEL!! Benim cildime bile o kadar iyi geldiyse kesinlikle çok iyi çok memnunum.yüzünüzü yumuşacık yapıyor.cilt kusurlarını azaltıyor zamanla.Şarjı da bayağı dayanıklı .Fiyatı çok çok uygun kaçırmayın
29390,Neutral,Biraz küçük ama benim için ideal çok tatlı bişey kullanışlı 😊
81021,Positive,Mükemmel renk
137407,Negative,Ürün bugün elime ulaştı ve denedim ama çok beğenmedim. Çünkü  fazla temizlemiyor yüzü.  Ayrıca derecesini yükseltmeden çene kısmına uyguladım ve ve bekletmedim gezdirmeme rağmen hemen morarttı. Türkçe açıklaması da yok hangisi ne için kullanılıyor hiç bir fikrim yok. Kullandığım için iade etmedim. Zatenbu kadar para vermeye değecek bir ürün değil. Kısacası hayal kırıklığı. Şarjıda çok çabuk bitiyor ayrıca
112859,Negative,ürünün elastikiyeti çok az o yüzden hareket kısıtlaması oluyor
136176,Negative,Pek beğenmedim iade
90055,Negative,Önceki saçlarım karameldi. Kahve olur diye düşündüm ama saçlarım kızıl oldu. Tekrar boyatmak zorunda kaldım ;(
149056,Positive,"Haftada 1 kez kullanılan bir ürün, ancak işlevselliği çok iyi. Kullanmadığım zamanlarda çoktan akan sarılar, şimdilerde hala kendi rengini koruyor. Tavsiye ederim. Kuaförlerdeki cila işlemi olarak düşünülebilir."
97617,Negative,Tek kelimeyle mükemmel mis gibi kokuyor saç dökülmesini  yok ediyor . sadece bir şampuanın kapağı açıktı koliye akmıştı onun dışında herşey güzel teşekkürler trendyol♥️♥️♥️♥️
16915,Negative,Basarısız Ne kokusu güzel ne kendısı... sacıma surdugumde tuhaf bır hal alıyo ve durulayınca yumusatma gıbı bı etkısı olmuyo ben pısman oldum tavsiye etmıyorum
113708,Negative,çok kötü sürü lemiyor beğenmedimm
4897,Negative,Hiç beğenmedim saçımı yapış yapış etti
18054,Negative,Ürünün iyi ama fırça yok
84255,Negative,yaka kısmı çok geniş alt dar nasil değerlendirebiliriz ki göründüğü gibi değil Ürün
118634,Negative,büyük göğüslülere uymuyor.kesinlikle küçük göğüslülere yakışan bir ürün ya da dik göğüslülere
66360,Negative,çok ekşimsi bir kokusu var hiç beğenmedim
132839,Positive,Uygun fiyat
36195,Positive,Dişimde plak falan bırakmadı
37976,Negative,Açılımıyla hiçbir ilgisi etkisi yok parama yazık oldu
72488,Negative,kokusu pek hoş değil beğenmedim
12223,Negative,Çok kuru yapısı var ben beğenmedim
79402,Neutral,Solantenin diğer ürünlerine oranla emilim sorunu var suratta beyaz beyaz kalıyor. Hamileler için özel olduğu için aldım. Beyazlık kalmaması için nemlendiricimle karıştırıp uygulamak zorunda kalıyorum.alacak hamileler bunu bilerek alsın hayal kırıklığına uğramayın
98439,Neutral,kalitesiz gereksiz
115769,Neutral,rengine bayildim
34771,Positive,kremi surupte iki dakika oturayım demek mümkün değil biber gibi yakıyor aşırı etkili ve gözle görünür sonuç aldım diyebilirim.. incelmek ve selulitten kurtulmak isteyenler buraya
124767,Neutral,Güzel bir ürün paketleme biraz zayıf kalmıştı yine de hasarsız geldi ürünüm
87234,Positive,şarj ömrü çok iyi
8949,Negative,Ben rengi için almıştım pembe geldi.👎🏼
129466,Neutral,Karma cildim var yanaklarım kuru diye almıstım ama sivilce yaptı aşırı şekilde. Çok çok kuru ciltli kişiler almalı bence.
24773,Neutral,"biraz yagli,güneş koruyuculuğunu da zayif buldum"
146186,Positive,Çok güzel bir ürün. Beklediğimden daha güzel ve büyük geldi.
89412,Positive,Çok sevdiğim yılların eskitemediği bir koku.
63852,Positive,"küçük ama etkisi büyük, mutlaka olması gereken bir ürün"
85502,Negative,Ürün elimize hemen ulaştı. Ürünü kullandığımızda renkleri çok canlı çıktı. Beğendik.
34388,Positive,"bir kaç gündür kullanıyorum, ilk izlenim olarak cildimi yumuşacık yapıyo sanki neme doyuyor gibi diğer etkilerini gözlemledikçe yorumu güncellerim.  Edit: Ürünü ortalama 3 haftadır kullanıyorum, gece ve gündüz cildimi temizledikten sonra uyguluyorum. Kızarık hafif sivilce lekelerim gözle görülür şekilde hafifledi. Benim cildim çok yağlıdır ve sivilceye çok müsait herhangi bir ürün sivilcelendirme yapar ama bunda öyle bir durum olmadı aksine uzun süredir aktif sivilcem yok. Bunun yanı sıra cildim çok parlak ve sağlıklı duruyor. Mutlaka tavsiye ederim. Gündüz ürünü kullandıktan sonra mutlaka güneş kremi kullanıyorum."
34979,Negative,"Ürünün kapağı açık olarak paketlenmiş yarıdan çoğu ambalaja dökülmüş olarak elime ulaştı.Çok sinir bozucu bir durum.Defalarca kullandım,boyalı saçlar için kesinlikle uygun değil,saçlarım boyasız benim saçlarımı bile sertleştirdi kreme ihtiyaç duydum.Dökülme çok hafif azaldı diyebilirim.Tekrar almam"
41033,Negative,İğrenç derecede saç döküyor kesinlikle almayın
58736,Neutral,Kalım sac telleri olanlar almasın iyi acıyo ama 10saat
63451,Positive,çok güzel ve kullanışlı bir ürün kesinlikle tavsiye ederim
147605,Positive,Ürünün kokusu çok güzel fiyatı da uygun.
123873,Positive,Cılde bişey sürüp öylemi yspıyoruz
117810,Neutral,Fiyatı çok iyi kaçırmayın.
65965,Positive,Gayet güzel zamanla paslanmazsa daha da memnun kalıcam
97959,Positive,Fiyatına göre kokusu gayet iyi
91671,Positive,Ben bu ürünü çok beğeniyorum
105323,Negative,Kumaşı çok ince geldi. Bu yuzden iade ettim.
87485,Negative,Ürün sivilce yaptı kullanamıyorum şuanda faydasını göremedim
25253,Negative,fiyatina göre güzel keşke hepsi sedefli olsaymis mat olanlari beğenmedim.
62543,Negative,çok ince iade ettim.
128272,Positive,Hediye aldım çok hoş bir koku
123591,Neutral,"Aşırı kuru ve hassas ayrıca ara sıra roza ataklarımın da eşlik ettiği bir cildim var. Bundan önce aldığım onlarca krem gibi bunu da iyi gelmesini umarak aldım. Kısa bir suredir kullanıyorum o yüzden ilk izlenimlerimi yazıyorum  nemlendirmesi iyi ve verdiği canlılık hissi güzel. Güneş kremi tarzı bir yapısı var sürerken cilde iyice yedirmeniz gerekiyor ürünü, ama beyaz beyaz kalmıyor kesinlikle. Tek düşündüren noktası  yüzümde tek tük  minik minik sivilcelenmeler yapması, kullanmaya devam edeceğim umarım cildimle iyi anlaşırlar.😊"
106909,Neutral,Ebatı küçük bayağı küçük geldi
42800,Positive,"İlk kullanımda bile saçlarımı yumuşattı, saçlarımda pürüzsüz bir görünüm sağladı. Çok başarılı bir ürün"
34442,Positive,hızlı kargo. bir kaç sefer kullandım ama etkisi görülüyor renk geldi
8715,Positive,yüzümde bıraktığı kadifemsi his ve canlılık için severek kullandığım vazgecemedigim ürün
62525,Positive,Çok beğendim. temizlemesi de güzel ama ben daha çok masaj için kullanıyorum. kan dolaşımını hızlandırdığı için yüze canlılık veriyor.
144659,Neutral,Ürün güzel ama satıcı berbat paketlemişti paket açıktı ve fırça kılları bozulmuştu maalesef
91435,Negative,Hayal kırıklığı. Kalıbı dikişleri vekumaş   kalitesi vasat hemen iade ettim.
98966,Negative,Kokusu güzel ama hiç kalıcı değil.
123869,Positive,Ecmele teşekkürler önerisi ile aldım mükemmel ürün 👍
34436,Neutral,Eşim için aldım severek kullanıyor
146920,Negative,hem pahalı. hem küçük.
75684,Positive,Yumuşacık yapıyor memnun kaldım.Uygun fiyata geldi.Ertesi gün ulaştı.hızlı Kargo 👍🏻
91632,Negative,Duracel pil kullandığım halde hiç etkisini göremedim çekim gücü neredeyse hiç yok tavsiye etmiyorum kesinlikle
38041,Negative,Kalemin rengi sayfanın arkasına geçiyor ayrıca kağıtta bir şeyin üzerini çizdiğinizde sanki kağıdı ıslatmışsınız gibi duruyor.
130816,Neutral,indirimdeyken almistim ve bu fiyata 1kutu falan bkliyodum kutuyu bir actim ikitane gelmis bu fiyata gayet uygun bir ürün bakalim kendisi nasil kullanimi basliyacagim .
144744,Neutral,ürünün rengi oldukça koyu
115037,Neutral,Çok memnun kaldım
127272,Positive,Yapışkan bir his bırakmıyor gündelik kullanıyorum
88387,Positive,Kokusu muhteşem severek kullanıyorum
84838,Positive,1 aydır kullanıyorum 2 kutu bitirdim haftanın 4  günü net kullanıyorum sabah sürüp akşam üzeri yıkıyorum 3 4 cm uzadı👍🏼  saçlarımı yumuşattı👍🏼 çok kolaylada saçtan çıkıyor hiç zorlanmadım... normal de saçlarım hiç uzamıyor diye bilirim bana etkisi oldu.. 🌟✨ keşke fiyattada sabit kalsalar daha iyi olurrr
127618,Neutral,Çok güZel bir ürün 💜
78414,Negative,Hiç beğenmedim kumaşını
64583,Positive,Çok uzun süre kullanılabilir bir ürün tırnaklarıma çok iyi geldi.
69348,Negative,Beklediğimiz den ince geldi kumaşı hemen kırışıyor :(
139400,Neutral,"Sürüyorum ama faydasını görüp görmediğimden emin değilim, bir youtuberın önerisiyla almıştım ama alternatif şeyler bakılabilir."
17417,Neutral,Hediye için teşekkürler ama ürünü sulandırmışsınız o yoğunluğu bozulmuş ben hep alırım olmadı bu sefer 🤷🏼‍♀️🙋🏼‍♀️
2663,Positive,Uygun fiyata güzel bir nemlendirici boyutu çok büyük 👍🏻
12395,Positive,çok da güzel bir krem değil. bioderma  kullanıyordum ve çok memnundum. uygun olduğu için denenek istedim ama bepenmedim
16399,Neutral,Beğendim iyi
52428,Positive,Beklediğimden daha büyük ve inanılmaz beğendim 🤗
40549,Positive,Kirpiklrri tek tek ayırıyor muazzam.
111462,Positive,Düzenli kullanımda gerçekten faydasını görüyorsunuz saçım kendine geldi bu ürünle
86689,Negative,Kalitesiz çok kötü Ürünün kumaşı çok ince bel kısmı çok geniş ve şekilsiz kesimi kötü
142883,Neutral,Hala faydasını göremedim
115080,Positive,Tavsiyeler üzerine aldım umarım işe yararrr
122143,Positive,Bir haftadır kullanıyorum gayet güzel bir ürün. Çabuk emiliyor ve bıraktığı his çok güzel. Makyaj altına uygulanınca gerçekten parlak görünüm elde ediyorsunuz. Uzun dönemde etkileri gerçekleşir mi bilmiyorum ama güzel hissettirdiği kesin :)
91558,Neutral,"kötü paketlenmisti ,kirilmis akmisti,ürün fena değil evde yapilir"
45473,Negative,"inanılmaz koyu hiç beğenmedim,koyu renk sevenlere tavsiye ederim"
139630,Positive,Ambalajlaması harika. Ürün balonlu ambalaj naylonuyla  mükemmel bir koruma  ile teslim edildi. Efsane indirimlerin ilk günündeki fiyat avantajıyla 2 tane aldım. Teşekkürler Trendyol &lt;3
23600,Negative,Ürünü sağlam geldi bir sorun yoktu. Yorum yapmak için kullanmayı bekledim kabus gibi geçen 4 saatimin sonunda şunu söyleyebilirim ki ben sabırlı bir insan olmama rağmen çok zorlandım gözümü ciğerimi bırakıyordum az daha okadar çok yandı ki gözlerim şuan kıpkırmızı  yani bunu yapıcaksanız gidin kuaförde yaptırın cidden emek isteyen bir işlem var
106411,Positive,Uzun zamandır takip ettiğim ve memnuniyeti çok fazla olan bu ürünü uygun fiyata almanın mutluluğu ile  ilk sürmede bile yanmasını hissettiğim  ve sürekli kullanımda faydası olacağına inanıyorum
14082,Positive,BENİM 3. ALIŞIM FALAN. GÜNLÜK KULLANIYORUM . AYRICA FONDÖTENİN ÜSTÜNE SÜRDÜĞÜNÜZDE FARKLI FONDÖTENSİZ SRDÜĞÜNÜZ DE AYRI Bİ TATLI RENKLERİ OLUŞUYOR.KISACA HAYATIMDA DEVAMLI ALDIĞIM İLK RUJ
115030,Neutral,hiç bir işe yaramiyor
123134,Positive,Kokusu ve yapısı çok güzel sureklı kullanıyorum umarım faydalı olur
130567,Positive,Çok beğendim kokusu harika ve ferah yıllardır kullanıyorum
83705,Negative,Kalitesi kumaşı bayağı sert acıtıyor kötü
128667,Negative,"hayatımda daha kalitesiz kesimi kötü etek görmemiştim, mankende ki gibi dökümlü durmuyor. Ama yine de alacağım derseniz beden konusunda bir tek içiniz rahat olabilir."
137193,Neutral,Fiyatına göre normal kaliteli bir ürün
34380,Negative,bir faydasını göremedim...verdiğim paraya değmez...😖
104374,Negative,Elektriklenmeye iyi gelmedi hatta daha çabuk yağlandırıyor :(
70185,Positive,Ben alırken fiyatı daha uygundu
20328,Negative,Takılması zor ve gundelık kullanılmaz
95845,Negative,Beğenmedim .
87355,Negative,Çokkkk güzel
46241,Positive,Güzel ürün hızlı kargo daha ne olsun
46233,Negative,asacak bir şey gonderilmemis kalitesiz
105035,Positive,saçlarımı yumuşacık yapıyor krem kullanmıyorum artkk
621,Positive,üstüne daha iyi bir nemlendirici görmedim ilk defa denedim ve çok memnun kaldım yumuşacık bir yapısı var ve cildi anında rahatlatıyor
71709,Negative,Günlük kullanim için harika bir sütyen fakat paketleme çok kötü ezikler vardi
107762,Negative,"Ürün çok kötü, hiç memnun kalmadım."
132825,Positive,Buhar ya da duş sonrası kullanımda siyah noktalarım zamanla azaldı.sadece morarmaya karşı çekiş seviyesini iyi ayarlamak gerek
8289,Neutral,kendime uygun rengini bulamadım ve çok pudralı yapısı kuru olmasa da kullanımdan sonra kurutan bir ürün
11755,Positive,zaten kullandigim üründü sıkıntı yok memnunum
35235,Positive,1 aydir kullaniyorum çok memnunum ve sarji o kadar gitti ki inanamadim geldiginde sarji vardi ve hala sarj etmedim dusunun yani elle temizlemekten gercekten farkli tavsiye ederim
149774,Negative,"çok bekledim, teslimat süresini geçti, yine bekledim, sonunda gelmedi bile... kargo geri iade edilmiş. şaşırtıcı tüm gün karantinda evdeyim... sadece zamanımı kaybettim."
106391,Positive,Denildiği kadar varmış gerçekten düzenli kullanımda ciltteki etkisini gösteriyor merakımdan almıştım ama gerçekten çok memnun kaldım
146159,Neutral,Sürekli kullanımda belki fark daha net görülür bilemiyorum ama 3 kere kullandım pek faydasını görmedim. Bence bürün bantları daha kullanışlı boşa bu kadar para vermeye gerek yok kullanılmamış olsa iade ederdim.
54079,Positive,Bu rimeli tek gecerim
118323,Positive,"Harika paketlenmiş ve beklentimin ötesinde geldi , teşekkür ederim."
49795,Neutral,Şans verilebilir beğendim
60780,Positive,la Roche ürünlerini yıllardır kullanan biri olarak yağlı bir cildiniz varsa kurutmadan çok güzel temizliyor ve sivilce oluşumunu engelliyor tavsiye ederim ♥️
9338,Positive,çok güzel ve uygun
